00001928,00002260,4,7,0,
00000AE6,00001208,1,3,0,
00001AEC,00002396,4,8,0,
00000430,00002D3A,1,57,0,
000022EE,000027F0,7,14,0,
0000270E,0000275E,12,13,0,
000004EC,000022FA,1,7,0,
00001E98,00002A98,5,24,0,
00000312,00001CE6,1,4,0,
00001EB2,00002068,5,6,0,
0000181C,00001B5C,3,4,0,
00002216,00002AEA,7,27,0,
00001D3A,00002AAC,4,25,0,
0000072C,00001CBC,1,4,0,
00001DD6,000027A2,4,13,0,
00000B72,0000126E,1,3,0,
000009AE,00001358,1,3,0,
0000004A,00000FA2,1,2,0,
00001E9E,000027A8,5,13,0,
00001044,00002E12,2,87,0,
00000AD0,0000133A,1,3,0,
0000164E,0000295A,3,18,0,
000018D6,00001F3A,3,5,0,
00001C16,000020CA,4,6,0,
00000830,00001DAA,1,4,0,
00000BAE,000015B8,1,3,0,
00000C14,00001AB8,1,4,0,
00001E84,0000241C,5,8,0,
0000017A,00001F64,1,5,0,
00002832,00002F06,15,259,0,
000001C4,000023D4,1,8,0,
000022A8,000028F6,7,17,0,
0000133C,000027D2,3,14,0,
000003B6,00002676,1,11,0,
00001A04,00002BDE,4,35,0,
0000209C,00002C34,6,39,0,
00000376,00001ABE,1,4,0,
000000DA,00001C38,1,4,0,
00000AAE,00001D7A,1,4,0,
000005EC,00000F96,1,2,0,
00000078,00001BAC,1,4,0,
000019DE,00002494,4,9,0,
000025A0,0000260E,10,11,0,
00000316,0000210E,1,6,0,
00001A3E,00002C0E,4,37,0,
00000DBA,000026B6,2,12,0,
00001170,00001DE4,2,4,0,
000001D0,000024B0,1,9,0,
00000972,000010C6,1,2,0,
00000548,00002638,1,11,0,
00000A4C,000022C2,1,7,0,
00000C92,00002A20,2,21,0,
00000A82,000026C0,1,12,0,
00000BB8,00002072,1,6,0,
00001F68,00002596,5,10,0,
000015D2,0000239C,3,8,1,
000005E4,000028DC,1,17,0,
00001A06,00002BF2,4,36,0,
0000202C,00002D7E,6,63,0,
00002204,00002DE6,7,79,0,
000009EE,000024FE,1,9,0,
00001DB4,00002E0C,4,86,0,
00000804,000027B4,1,13,0,
00000848,00000D4C,1,2,0,
00000BD0,000017F2,1,3,0,
000000DA,000012DC,1,3,0,
0000119C,000020D4,3,6,0,
00001698,00001D54,3,4,0,
000006CA,00001212,1,3,0,
000013B4,0000211E,3,6,0,
00000694,000023A0,1,8,0,
000007AA,0000203C,1,6,0,
00000350,00001134,1,2,0,
000005F4,00001E90,1,5,0,
00000FE4,0000242C,2,8,0,
00001940,0000287E,4,16,0,
00001036,00002A60,2,23,0,
00000330,00001816,1,3,0,
000008B6,0000199A,1,4,0,
0000107C,000020A8,2,6,0,
00000A90,00001EA4,1,5,0,
0000010A,00002CBE,1,47,0,
00001422,00002B66,3,30,0,
0000077C,00001E5E,1,5,0,
00001426,00002B4C,3,30,0,
00000892,000021D4,1,7,0,
000002AA,000012DA,1,3,0,
000005FA,0000103C,1,2,0,
00000F6A,0000240E,2,8,0,
000004BE,00001DC4,1,4,0,
00000462,0000170C,1,3,0,
00001DFE,00002EC2,4,164,0,
0000001A,00002744,1,13,0,
000002BC,00002934,1,18,0,
00000C74,000019B4,2,4,0,
00000922,000013E0,1,3,0,
00001168,00001704,2,3,0,
00000A2C,00000C6E,1,2,0,
00001EC4,000021C4,5,7,0,
000003B6,000013EA,1,3,0,
00000688,00001DDA,1,4,0,
00000582,00002084,1,6,0,
00000EF8,0000129E,2,3,0,
00000776,00001FB8,1,5,0,
00000E48,00001E64,2,5,0,
0000056E,000022C6,1,7,0,
00001E8E,0000236E,5,8,0,
0000169C,00001B8C,3,4,0,
00001E4A,00002388,5,8,0,
000016EE,000023F8,3,8,0,
00000BC6,00001062,1,2,0,
00001A8E,00002192,4,6,0,
00001120,00001836,2,3,0,
00000D1C,0000255A,2,10,0,
00000E10,00002430,2,8,0,
00000CCC,0000251E,2,9,0,
00000886,00000EB8,1,2,0,
00001BC6,00002E70,4,118,0,
000006BC,00000EA6,1,2,0,
0000254C,000026F4,10,12,0,
000002DE,0000134A,1,3,0,
000005EC,00001FA0,1,5,0,
000008FC,00002ACE,1,26,0,
00001F90,000026E0,5,12,0,
0000080C,00001FEA,1,5,0,
00000B80,00002492,1,9,0,
000006CC,00001BD4,1,4,0,
00001CA2,0000222A,4,7,0,
000023EC,00002C26,8,38,0,
0000105E,00001B48,2,4,0,
00000184,00001F16,1,5,0,
0000178A,00002640,3,11,0,
00001E48,00002178,5,6,0,
000005B0,00001936,1,4,0,
000001C8,00000D98,1,2,0,
00000CBE,00002C80,2,43,0,
00001AA2,00002154,4,6,0,
00000EF4,0000124C,2,3,0,
000011AE,0000281A,3,14,0,
0000070A,00001392,1,3,0,
00000464,000028A0,1,16,0,
00000DD6,00001A40,2,4,0,
00000402,000014CE,1,3,0,
00000EF8,0000252C,2,9,0,
000009B6,00001884,1,3,0,
00000658,0000150C,1,3,0,
0000203A,00002C96,6,45,0,
0000127C,000025D2,3,10,0,
000014E2,00002B82,3,31,0,
00001BB4,000024EC,4,9,0,
00001B70,00002684,4,12,0,
000011F0,000021AE,3,6,0,
0000016C,00000D8E,1,2,0,
00001F3E,0000243C,5,8,0,
000001D2,00002986,1,19,0,
00001F82,00002726,5,12,0,
00002694,00002A72,12,23,0,
0000100A,00001230,2,3,0,
00001A62,000023D0,4,8,0,
00000600,00000D1E,1,2,0,
00001446,00002418,3,8,0,
000018FE,00001A0C,3,4,0,
00000FC2,00002808,2,14,0,
0000057C,00001F56,1,5,0,
0000272A,00002B34,12,29,0,
0000098C,00002A80,1,24,0,
000018C0,000021D2,3,7,0,
0000155C,00002204,3,7,0,
00001252,00001A92,3,4,0,
000009B0,00001F7E,1,5,0,
0000184C,000026BA,3,12,0,
00000AAA,00001E4C,1,5,0,
000004A2,000027FE,1,14,0,
00001154,00002BCC,2,34,0,
00000DDA,00001A66,2,4,0,
000006AE,00002076,1,6,0,
00001F2C,00002A28,5,22,0,
00001F3E,00002626,5,11,0,
0000105C,000013C4,2,3,0,
000002F8,000028EE,1,17,0,
00001BBC,00002C84,4,43,0,
0000111C,00001854,2,3,0,
00001EDC,00002E0E,5,86,0,
000001C2,00002024,1,6,0,
0000093C,00000F24,1,2,0,
00001308,0000287C,3,16,0,
000020C2,0000265A,6,11,0,
0000050A,00001694,1,3,0,
00000F8C,00001E0C,2,4,0,
00000886,00001FCA,1,5,0,
00000F74,00001ABC,2,4,0,
000020EC,000027EE,6,14,0,
000004A0,00000C7C,1,2,0,
0000169A,00001996,3,4,0,
00000E9E,0000136C,2,3,0,
00001AE0,00002848,4,15,0,
00001FEC,00002C48,5,40,0,
00000FA6,00002734,2,13,0,
00002550,000026EC,10,12,0,
0000078A,00000F1E,1,2,0,
0000103A,000028AC,2,16,0,
00001A64,000029DA,4,20,0,
000008F2,00002DFC,1,82,0,
00000EA8,00001C76,2,4,0,
00001ABC,00002BD6,4,34,0,
000025CE,00002A90,10,24,0,
000027E2,00002A0A,14,21,0,
00000552,00002ADE,1,26,0,
000002AC,00002B9E,1,33,0,
0000047A,00001D8C,1,4,0,
000024B0,000029FC,9,21,0,
0000077C,00002D92,1,66,0,
000021FA,00002606,7,11,0,
00001E82,000022C0,5,7,0,
000005EE,00001134,1,2,0,
000005F0,00002B98,1,32,0,
00001212,00002E90,3,132,0,
00001498,00002B32,3,29,0,
00002644,00002CCE,11,48,0,
00000B6E,00002162,1,6,0,
00001CDC,00002C8A,4,43,0,
000011BE,00001C36,3,4,0,
000002A6,00001EE2,1,5,0,
00000722,00000E26,1,2,0,
00000D3A,00002C12,2,37,0,
000001E8,000014B6,1,3,0,
00001D1E,000023A8,4,8,0,
00000B88,00000C2E,1,2,0,
00000AB0,000010A8,1,2,0,
00000DA6,00001D62,2,4,0,
00000B44,000019C4,1,4,0,
000003DA,00001396,1,3,0,
00002168,00002BD8,6,34,0,
000022AA,00002846,7,15,0,
0000047E,000011B0,1,3,0,
000014D8,00002E8E,3,130,0,
00000A50,00002CE8,1,50,0,
000011B2,000019F6,3,4,0,
00002730,00002D44,12,58,0,
00000E8E,00002868,2,15,0,
000005EA,00002B70,1,31,0,
00000AAC,00001650,1,3,0,
00000868,000026F8,1,12,0,
0000155E,000025CC,3,10,0,
000019DC,00002DD8,4,77,0,
00000B72,0000105A,1,2,0,
00000636,000016F0,1,3,0,
00001000,00002614,2,11,0,
0000088E,0000221C,1,7,0,
000007BE,00000DB8,1,2,0,
00000678,00001CC6,1,4,0,
00000486,00001D24,1,4,0,
00000DFA,000024EC,2,9,0,
00000D20,00002CEE,2,51,0,
00000D42,00002126,2,6,0,
00001106,0000298E,2,19,0,
00001F9E,00002D74,5,62,0,
00002024,00002C16,6,37,0,
00000A46,000029BA,1,20,0,
00000852,00002136,1,6,0,
0000292A,00002E66,18,115,1,
00001C10,00002A72,4,23,0,
0000021A,00001D08,1,4,0,
000011BA,00001914,3,4,0,
000006C6,0000116C,1,2,0,
000023EA,00002F14,8,294,0,
00000DDA,000015F2,2,3,0,
00000CE6,000019A0,2,4,0,
000004CA,00001434,1,3,0,
00001A28,0000253A,4,10,0,
00001868,00002E5A,3,111,0,
00000EDE,00001882,2,3,0,
00000E82,00001924,2,4,0,
0000045E,00000CFC,1,2,0,
00000F40,00002ED0,2,176,0,
00000974,00002246,1,7,0,
000001CA,0000101A,1,2,0,
00000B90,00001384,1,3,0,
00001256,00002268,3,7,0,
00002246,000024F0,7,9,0,
000000EA,00001320,1,3,0,
00000B06,00000E58,1,2,0,
000017EC,00002530,3,9,0,
0000045E,00001710,1,3,0,
0000079C,0000133C,1,3,0,
0000161E,000028CC,3,16,0,
00000C9E,0000259A,2,10,0,
00002332,0000262E,8,11,0,
0000063A,000012D4,1,3,0,
000022CE,00002E54,7,108,0,
00000FAE,00001DD2,2,4,0,
00000872,00001478,1,3,0,
00000220,00002ADA,1,26,0,
0000204A,000026D0,6,12,0,
00001DEC,00002716,4,12,0,
00000B00,00002972,1,19,0,
00001C26,00002D30,4,56,0,
000018A6,00002AC8,3,26,0,
00002042,00002C70,6,42,0,
00000808,00002608,1,11,0,
0000072A,000026DC,1,12,0,
00002BE0,00002D5A,35,60,0,
000008B8,00001AD8,1,4,0,
000007AA,00002CCE,1,48,0,
0000104A,0000257C,2,10,0,
00001AFA,000020D6,4,6,0,
00000B24,000029DA,1,20,0,
00002990,00002C1E,19,37,0,
00000122,000012B6,1,3,0,
000009EA,00001D06,1,4,0,
00000676,00001D4A,1,4,0,
00001A84,00002DEC,4,80,0,
000006BE,000026B8,1,12,0,
00000A90,0000271C,1,12,0,
0000073A,000026D4,1,12,0,
00001276,00002540,3,10,0,
00000FF2,00001C12,2,4,0,
000009A2,00002294,1,7,0,
00000792,00002814,1,14,0,
00002A7A,00002D3C,23,57,0,
00000668,00001360,1,3,0,
00001048,000027E2,2,14,0,
00000B62,00002932,1,18,0,
00000AA4,00001702,1,3,0,
0000154C,000027EE,3,14,0,
00001402,00001D78,3,4,0,
00001E44,00002496,5,9,0,
00001748,00002E36,3,98,0,
00001174,00002AA4,2,24,0,
000004D2,00001004,1,2,0,
00000C64,000028C6,2,16,0,
00000024,000018FE,1,3,0,
00002140,00002868,6,15,0,
00002CA2,00002D24,45,55,0,
000020E6,000025DE,6,11,0,
0000192E,00002B90,4,32,0,
00002662,00002854,11,15,0,
00001362,00002E70,3,118,0,
00001346,000023D2,3,8,0,
000029E2,00002E80,20,125,0,
00002E9C,00002F02,138,256,58,
00001BF2,00002834,4,15,0,
00000F3C,000020A6,2,6,0,
0000149E,00001E12,3,4,0,
00000664,0000180C,1,3,0,
0000233E,0000257C,8,10,0,
000002F6,00000D36,1,2,0,
000021D6,00002B4A,7,30,0,
00000604,00002CD2,1,48,0,
000023C0,000028D0,8,16,0,
000001AE,00001196,1,3,0,
00000CE0,00002B90,2,32,0,
000010E0,000014D0,2,3,0,
000014FC,000028B6,3,16,0,
00001B0C,00002EBE,4,160,0,
000004AC,00002E24,1,93,0,
0000064C,00001F94,1,5,0,
00000D22,00001AEA,2,4,0,
000007AA,00001386,1,3,0,
00002AE8,00002C30,26,39,0,
000009CE,00002F26,1,518,1,
00000222,000024DE,1,9,0,
00002476,00002EF4,9,222,0,
00001900,00002AE2,3,26,0,
0000288E,00002C92,16,44,0,
00002A96,00002EA8,24,143,0,
00000C40,00002226,2,7,0,
00000D7E,000014E0,2,3,0,
00001A76,0000288A,4,16,0,
00000330,00001468,1,3,0,
000006A2,00000C90,1,2,0,
00000116,00000CEE,1,2,0,
00000772,00002C24,1,38,0,
00002112,00002D08,6,53,0,
00001432,00001E0E,3,4,0,
00001E00,000021F4,4,7,0,
00001738,00001D50,3,4,0,
00000890,00001D0E,1,4,0,
00000FA0,00001EB2,2,5,0,
0000134C,00002E5C,3,111,0,
0000084E,00001A88,1,4,0,
000015CC,00001F8C,3,5,0,
0000085A,00000DD6,1,2,0,
00000070,00000EFC,1,2,0,
00000186,00001A66,1,4,0,
00001090,00001524,2,3,0,
00000E62,00001666,2,3,0,
00001E4A,00002992,5,19,0,
00000B4E,000017AC,1,3,0,
00000C00,00002DF6,1,82,0,
000013E0,000023EC,3,8,0,
0000079A,00000C40,1,2,0,
00000804,00000FE8,1,2,0,
00002002,00002790,6,13,0,
00001EEE,00002036,5,6,0,
0000274A,00002B98,13,32,0,
00002C08,00002E0C,36,86,0,
0000004A,00001276,1,3,0,
00001570,000026CA,3,12,0,
00002306,000028FC,7,17,0,
00001C72,00002AA4,4,24,0,
000004C0,0000102C,1,2,0,
00000E98,00002500,2,9,0,
00001046,000019E6,2,4,0,
00000570,00002700,1,12,0,
000004FE,00000D0C,1,2,0,
0000040C,00000D02,1,2,0,
0000162E,0000240E,3,8,0,
00000E48,00002A2E,2,22,0,
00000658,0000266C,1,11,0,
0000203C,000026B6,6,12,0,
00000AD0,00001BD6,1,4,0,
00001438,000029B8,3,20,0,
000018BC,00002096,3,6,0,
000022D0,000024DE,7,9,0,
000006BA,00001F6E,1,5,0,
000005EE,00001E18,1,4,0,
00000AEC,00002DBC,1,72,0,
0000245E,00002B02,9,27,0,
00000492,000017EE,1,3,0,
00001686,00001914,3,4,0,
00000A7A,00002098,1,6,0,
00000AB8,00002A20,1,21,0,
0000242E,000026F0,8,12,0,
000009C4,00001ADA,1,4,0,
00000602,00002106,1,6,0,
000008DA,000010D4,1,2,0,
000006E0,00002BCC,1,34,0,
0000250C,00002778,9,13,0,
00001D20,00002DFC,4,82,0,
0000189A,0000230E,3,7,0,
0000105A,00001CDE,2,4,0,
00000B42,00002736,1,13,0,
00000FD4,00001E76,2,5,0,
00000912,000023A2,1,8,0,
000007AC,0000293C,1,18,0,
0000189A,00002286,3,7,0,
000003CC,00001E9E,1,5,0,
000005E0,00000D90,1,2,0,
00001472,000028AC,3,16,0,
00000276,000017BC,1,3,0,
000005EE,00001104,1,2,0,
0000230E,0000299C,7,19,0,
00001020,000025E4,2,11,0,
00000820,000015D0,1,3,0,
00001B30,00002A60,4,23,0,
00000AFE,0000114A,1,2,0,
000003AA,0000236C,1,8,0,
00000CBC,000017C0,2,3,0,
000017D8,00001F6C,3,5,0,
000006C4,000029AE,1,19,0,
00001250,00001988,3,4,0,
0000055A,00002734,1,13,0,
00001CBC,00002D22,4,55,0,
0000105C,00001660,2,3,0,
00001F64,000020FA,5,6,0,
000015D0,00002A54,3,23,0,
00001612,00002BA0,3,33,0,
00000340,0000113C,1,2,0,
00000DC4,0000179C,2,3,0,
000001FA,00002D34,1,56,0,
0000130E,00001A78,3,4,0,
000016A4,0000213C,3,6,0,
000006C0,0000229C,1,7,0,
0000124A,00001E40,3,5,0,
00000CEE,00002124,2,6,0,
0000174A,00002D5C,3,61,0,
00001FB8,00002D40,5,58,0,
0000001C,00002B48,1,29,0,
000007A0,00001646,1,3,0,
00001D70,00001F82,4,5,0,
00001164,00002ECE,2,174,0,
00000DDE,00001316,2,3,0,
00000A10,000023EC,1,8,0,
00001BA2,00001F84,4,5,0,
00000936,000016D8,1,3,0,
000016BE,000023AE,3,8,0,
00002320,00002D62,8,61,0,
00000EEE,0000231A,2,8,0,
000020C8,00002668,6,11,0,
0000062E,000026F0,1,12,0,
00001190,000016B2,2,3,0,
00000214,00002516,1,9,0,
000014BC,00002128,3,6,0,
00001596,00002AA0,3,24,0,
00000838,00001AEC,1,4,0,
000003D0,000012D8,1,3,0,
00001020,00001A86,2,4,0,
00001DD0,000020B6,4,6,0,
00001D36,000024DC,4,9,0,
00000A5A,00002AF6,1,27,0,
000003EA,00001C44,1,4,0,
00000DD6,00002D74,2,62,0,
0000046C,00002A52,1,23,0,
00000592,00000CAE,1,2,0,
00001B1E,00002AA8,4,25,0,
000007FC,00002914,1,17,0,
00000366,000015D6,1,3,0,
00000F74,00001E0E,2,4,0,
00000C7E,0000178E,2,3,0,
000001B0,00002B4E,1,30,0,
00002200,00002806,7,14,0,
0000093A,000028BE,1,16,0,
