000016E8,00001DBA,3,4,0,
000003F6,00001394,1,3,0,
000011D2,000021A4,3,6,0,
00000B06,000015FA,1,3,0,
000009D2,00000F78,1,2,0,
000022A8,000023D0,7,8,0,
00000546,000023DE,1,8,0,
00001456,00001DAE,3,4,0,
0000265C,00002746,11,13,0,
00000F9E,00002B9E,2,33,0,
0000268A,00002C14,12,37,0,
00000BB6,000012B8,1,3,0,
000012F6,0000259E,3,10,0,
000005C0,00002D6A,1,61,0,
000017A8,0000202C,3,6,0,
00000EFA,000027CA,2,14,0,
000007EA,0000228E,1,7,0,
000024FA,0000298E,9,19,0,
0000293C,00002D9A,18,66,0,
000003D8,00002C36,1,39,0,
0000195E,000020E0,4,6,0,
000009BE,00001318,1,3,0,
00001B02,00002F0C,4,264,1,
00000A6C,00001FF2,1,5,0,
00000BCA,00001D62,1,4,0,
000009FE,00000F94,1,2,0,
00001C5C,0000273C,4,13,0,
00002364,00002490,8,9,0,
0000190C,00002B50,4,30,0,
0000080A,00001122,1,2,0,
00000F86,00001EE2,2,5,0,
00000210,00002870,1,15,0,
000005EA,0000169C,1,3,0,
0000124C,00002572,3,10,0,
00000842,00001056,1,2,0,
0000182C,000024E4,3,9,0,
00001BBA,000027DC,4,14,0,
00000786,00002B44,1,29,0,
000027B2,00002EEA,13,201,0,
00000446,00002778,1,13,0,
00000110,00001650,1,3,0,
0000077E,00002BE6,1,35,0,
00002186,0000241E,6,8,0,
00000B5C,00002140,1,6,0,
0000032C,00002038,1,6,0,
0000091E,00001368,1,3,0,
0000025A,00002288,1,7,0,
0000149C,000027CC,3,14,0,
0000059E,0000161A,1,3,0,
00000226,000023BC,1,8,0,
00001DE0,00002E46,4,103,0,
00001C62,0000238E,4,8,0,
00000E18,00001EA0,2,5,0,
0000101C,00001C7C,2,4,0,
0000112C,00001318,2,3,0,
0000037C,000028B6,1,16,0,
0000013A,00001AC0,1,4,0,
00000EDA,00001AAC,2,4,0,
000023CC,000029D8,8,20,0,
00002626,00002A2E,11,22,0,
00000F96,00001664,2,3,0,
00001C02,00001EBC,4,5,0,
00001A1C,000025B0,4,10,0,
00001088,00001DFA,2,4,0,
000008C6,00002624,1,11,0,
00001252,000020A0,3,6,0,
00000506,00002ECE,1,174,0,
00000186,000010A0,1,2,0,
000012B2,00002B9E,3,33,0,
00001CF4,0000251E,4,9,0,
0000162E,00001E2E,3,5,0,
000009E2,00001E42,1,5,0,
000009A6,000027CE,1,14,0,
000003C2,00002D72,1,62,0,
00001BAA,00002DF2,4,81,0,
