00000386,000020EC,1,6,0000006C,00002806,1,14,0,
00000D5E,0000274A,2,13,00000DD0,000024C6,2,9,0,
00000828,000023D4,1,8,00001B1A,00002D98,4,66,0,
00000E52,00002524,2,9,00001F48,00002268,5,7,0,
00000F4A,00002E96,2,134,00000D1C,0000229C,2,7,0,
00001A12,00001EDE,4,5,000004E4,000023A6,1,8,0,
000015C6,00002974,3,19,0,
000009AA,000024FE,1,9,00001D3C,00002A96,4,24,0,
00000F46,00002884,2,16,0000243C,00002F1C,8,361,0,
00000094,000019CE,1,4,00000DB8,00001DA2,2,4,0,
00000554,00001B30,1,4,00000986,00002982,1,19,0,
00002208,00002A7A,7,23,00001CB4,00002314,4,8,0,
0000021C,0000230A,1,7,0,
00000426,000012B2,1,3,00000CF0,00001388,2,3,0,
00000A0C,00001CD2,1,4,0,
000011D4,00002748,3,13,0000045C,00001832,1,3,0,
0,
00000B34,00002042,1,6,00000C3C,00001ECC,2,5,0,
0000108A,0000218C,2,6,00000508,00002EF8,1,237,0,
00000FB6,0000281C,2,14,0,
00001572,00002520,3,9,0,
00000972,00000CC0,1,2,00001FE8,00002262,5,7,0,
00001EB8,000025AA,5,10,00000D84,000029C6,2,20,0,
000016F6,00001EF0,3,5,0000178A,00002E22,3,93,0,
00002564,00002B9E,10,33,00000FAA,000011EE,2,3,0,
0000079E,000029F4,1,21,0,
000014E2,00001C4A,3,4,00001D30,000029E4,4,20,0,
00000F50,000023CC,2,8,00000A66,00002D52,1,60,0,
000017EA,000028C0,3,16,00000CC8,00001DE6,2,4,0,
00002864,00002B6C,15,31,00000E98,00001428,2,3,0,
00001C1C,00001ED8,4,5,0000069A,00000EB8,1,2,0,
00001E24,00002A76,5,23,0,
0,
00001946,0000240A,4,8,00001120,00001C46,2,4,0,
0000037A,00002762,1,13,00000508,00001BFA,1,4,0,
00000F6E,000012CA,2,3,00001350,000023F0,3,8,0,
00000232,00002018,1,6,000012A0,00002D9E,3,66,0,
00001946,00002138,4,6,000008EA,00001290,1,3,0,
00000758,00001A82,1,4,0,
00002160,000026E2,6,12,000000E2,00001DE2,1,4,0,
00000508,000020FA,1,6,000015CE,00002200,3,7,0,
0000084C,00001788,1,3,00000FB4,00002028,2,6,0,
00000BC6,00002532,1,9,000017CC,000024E8,3,9,0,
00000902,00002DDA,1,77,000000D8,00000C86,1,2,0,
00001F26,00002254,5,7,00000C66,000027B0,2,13,0,
00000E8A,000011BA,2,3,0,
00001748,00001EC8,3,5,000010F4,0000175C,2,3,0,
0000082E,0000117A,1,2,00002810,00002928,14,18,0,
00000FBC,00001ADA,2,4,000008FC,00002744,1,13,0,
00002326,00002924,8,17,000000FC,00002828,1,15,0,
0000185A,000025E6,3,11,000010BE,00001700,2,3,0,
0000167E,00002822,3,14,000017D8,00001B42,3,4,0,
00001052,00002EDE,2,186,00000A0A,000020E2,1,6,0,
00000036,00001498,1,3,0000042C,000014FE,1,3,0,
000010B8,00002594,2,10,00000E5A,000018E6,2,3,0,
00000C14,000010CE,1,2,0,
00000E4A,0000220E,2,7,00000216,00000F3A,1,2,0,
00000166,00002094,1,6,0,
00000B5E,00002234,1,7,00000198,00001B20,1,4,0,
00001970,000021DC,4,7,0000072C,00002184,1,6,0,
00002148,000022FC,6,7,00000860,000024C8,1,9,0,
00000A90,00001AB8,1,4,000005C6,00002B70,1,31,0,
00001420,0000295E,3,18,00000E5C,00002A72,2,23,0,
0,
0000075C,000021F4,1,7,00000914,00002366,1,8,0,
000014C4,00001F18,3,5,0,
00000F96,000015D8,2,3,0,
00000B6A,00002906,1,17,00001608,00001C76,3,4,0,
00001208,00002CB2,3,46,0,
000015D2,00001D68,3,4,00000936,00000DAA,1,2,0,
00001540,00002AC2,3,25,00000472,0000101A,1,2,0,
000002F0,000028EA,1,17,000009F4,000014E2,1,3,0,
00000386,0000130A,1,3,0,
00001712,00001D84,3,4,00001F82,00002C98,5,45,0,
000026AA,00002A86,12,24,000019B4,00002E50,4,105,0,
00001B92,00002F2A,4,615,00000086,000025E0,1,11,0,
00001828,000026D4,3,12,000006AC,00000EE0,1,2,0,
000015C6,00002ECA,3,172,00000FE2,00002A56,2,23,0,
00001454,00002440,3,8,00000474,00001730,1,3,0,
00000E6A,00001744,2,3,00001ACC,00002C12,4,37,0,
000005F0,00002174,1,6,000008FC,00001B36,1,4,0,
00000B84,00001D04,1,4,0000065E,00001478,1,3,0,
0000000E,00002DEA,1,79,00000002,00002E2C,1,95,0,
00001380,000027EE,3,14,00000B1E,000025E2,1,11,0,
000010E0,00002DFE,2,83,00001076,000011CA,2,3,0,
00000DC8,000021AC,2,6,0,
00001084,00001A02,2,4,0,
000010EA,000016E0,2,3,00000328,00002B50,1,30,0,
0000108A,0000160A,2,3,0,
00000BBE,00001548,1,3,0000118A,00001556,2,3,0,
00000E92,00001DF2,2,4,0,
00000274,00002DB0,1,69,00000C8E,0000224A,2,7,0,
000004E0,00002C78,1,43,00000444,0000163E,1,3,0,
00001B10,00001FC6,4,5,00000716,00001FCC,1,5,0,
00001A54,00002456,4,8,0,
000025A4,00002A6E,10,23,0000026C,00001142,1,2,0,
00000E56,0000157C,2,3,0,
00001388,0000191A,3,4,00001734,00002AD2,3,26,0,
0000036A,00001C10,1,4,000017BE,00002E60,3,113,0,
000001E4,00002176,1,6,0000244E,00002E5C,8,111,0,
00000B56,00002656,1,11,000016E6,00002BDA,3,35,0,
00001FA0,00002C2A,5,38,000000B6,00000DFA,1,2,0,
000001D0,00001748,1,3,0,
00000FAA,00002774,2,13,00001CFE,000027A8,4,13,0,
000010B0,0000248E,2,9,00000DEE,00001D72,2,4,0,
000002C4,00000E72,1,2,00000572,000023BE,1,8,0,
00000812,00000C46,1,2,0,
00001F4C,000029CE,5,20,00000072,0000166C,1,3,0,
00002C4C,00002E60,40,113,00001ECA,0000268E,5,12,0,
0000207E,00002942,6,18,00000A8E,00002CC6,1,47,0,
00000ACE,00002250,1,7,0,
00001A7A,00002C82,4,43,00000574,00002464,1,9,0,
00000C9C,000021DA,2,7,000012A0,00002986,3,19,0,
00000F62,00001812,2,3,00000ECA,00001E0E,2,4,0,
000015EA,00002A56,3,23,00000600,00001018,1,2,0,
0000108A,00001E28,2,5,000015A8,00001D52,3,4,0,
00000CE8,00002958,2,18,0,
000003B2,000026B8,1,12,000004B0,0000130C,1,3,0,
00000E80,00001AFA,2,4,00002010,00002234,6,7,0,
00001846,00002584,3,10,00000424,00001762,1,3,0,
000002EC,00002A04,1,21,00000B88,00002DAC,1,69,0,
00000C1A,00001C84,1,4,0,
000010DE,00002A6A,2,23,00001A7A,00002F08,4,260,1,
00000BD6,0000165E,1,3,0,
00000060,00001C80,1,4,000005F8,00002052,1,6,0,
000003E2,00002032,1,6,0000042A,00002EB4,1,152,0,
00001EDE,0000243A,5,8,00000128,00001AEC,1,4,0,
0000031A,000013C2,1,3,0000054E,00000FE8,1,2,0,
00002658,00002C34,11,39,00001B70,00002BAC,4,33,0,
00001982,00002EFE,4,244,000017B6,0000239C,3,8,0,
000002FA,0000236C,1,8,00001CA8,00002866,4,15,0,
000003D0,00002C56,1,41,000025F0,00002D76,11,62,1,
00000438,00002052,1,6,0000114E,0000170C,2,3,0,
0000081C,00001470,1,3,00000A06,00002034,1,6,0,
000002AE,000024F4,1,9,00001672,00001A96,3,4,0,
0000191E,00002148,4,6,0000186A,0000265A,3,11,0,
00000BD0,0000161C,1,3,000014E0,000028DA,3,17,0,
00000B98,000025D0,1,10,00001D40,00002F04,4,258,0,
00000AB2,000028CA,1,16,00001F24,00002170,5,6,0,
000007BC,00001FB0,1,5,000015DE,00002148,3,6,0,
00001D24,00002626,4,11,00000362,00002540,1,10,0,
0,
00002348,00002B96,8,32,000016E2,00001DBC,3,4,0,
00000016,0000234E,1,8,0,
00000E32,000019EA,2,4,00001CF2,00001EBC,4,5,0,
00001E8C,000026D2,5,12,0,
00000FE0,000016C0,2,3,0,
000029B0,00002CA0,19,45,0000179E,00002A62,3,23,0,
00002390,00002DC4,8,73,000006E2,0000282A,1,15,0,
00000F94,00002DA2,2,67,00000704,0000233C,1,8,0,
000003A8,00001DFA,1,4,0,
0000043A,00002C16,1,37,000016CA,00002D62,3,61,0,
00000652,0000173A,1,3,0,
000011CA,00001E18,3,4,00000810,000019EE,1,4,0,
00001ED0,00002818,5,14,00001BCC,00002308,4,7,0,
00001574,00001E34,3,5,0,
00000B18,000015FE,1,3,00000DA4,00002B34,2,29,0,
000013E8,00002B72,3,31,000001AA,00001790,1,3,0,
00000C94,00001A38,2,4,00001718,000021A4,3,6,0,
00000A0A,0000190A,1,4,00001C76,0000271C,4,12,0,
0000026E,00002CEA,1,51,0,
000005C4,00000EC4,1,2,000000E0,00001C5C,1,4,0,
00000968,00001DD0,1,4,0000040E,00001CAE,1,4,0,
0,
00002536,00002B86,9,32,000009E8,00000E7C,1,2,0,
00000962,000027C2,1,14,000012C4,00001AB2,3,4,0,
0000193A,00002316,4,8,0,
00001438,00001F66,3,5,0000067C,00001008,1,2,0,
00000BAA,00002CA0,1,45,00001276,00001A70,3,4,0,
00002BA0,00002ED2,33,178,0,
00001782,00001C50,3,4,0,
00001E9A,000022E6,5,7,00001222,00001D28,3,4,0,
00001AEA,000024E0,4,9,00000CB2,00001544,2,3,0,
000000C2,00002E42,1,102,00000E3C,000018B0,2,3,0,
000020B2,00002682,6,12,0,
00001A04,0000272E,4,12,00000756,000025AE,1,10,0,
00000A22,00001A3C,1,4,0,
000012A4,00002574,3,10,00000E1C,00002DB0,2,69,0,
000015FE,00002776,3,13,00001462,00002A6C,3,23,0,
0000119A,00002DD2,3,75,000012C2,00002684,3,12,0,
00000744,00000C92,1,2,00001F74,00002EC0,5,163,0,
00000700,00000DAC,1,2,0,
00000EBA,000027B2,2,13,000004F8,000028BE,1,16,0,
00000588,000018E4,1,3,00000782,00001872,1,3,0,
00001890,00002294,3,7,00001AF8,0000246E,4,9,0,
0,
000026FC,000028AC,12,16,000017EA,00002748,3,13,0,
0,
00000E3E,00002382,2,8,00000968,00000E08,1,2,0,
00001068,00002C72,2,42,00000530,00001BB4,1,4,0,
000008E6,000019E6,1,4,000021CA,0000272A,7,12,0,
00001066,00001F70,2,5,00000204,00002286,1,7,0,
00000784,00002C34,1,39,00000846,00002672,1,11,0,
00001A32,000029C6,4,20,00000BCE,000013A8,1,3,0,
00001CF2,0000218C,4,6,000004F4,00002426,1,8,0,
00000FCA,00001E9E,2,5,00002616,00002E04,11,84,0,
000004E8,000029C2,1,20,0,
000011DA,0000209C,3,6,00001AC0,0000282E,4,15,0,
00000488,00002022,1,6,0000068E,000023F8,1,8,0,
00002916,000029C2,17,20,00001F36,00001FFA,5,6,0,
00000164,00001672,1,3,000014D0,00002840,3,15,0,
00001102,00002D48,2,59,00002878,00002BCA,16,34,0,
0000143E,000026A6,3,12,000003A6,000020BA,1,6,0,
0000073A,00001F8A,1,5,0000048C,000029BE,1,20,0,
00000A64,00002788,1,13,0,
00001948,00002080,4,6,0000170A,00001E5E,3,5,0,
00000AA6,00001E28,1,5,00000BCC,00002DA2,1,67,0,
00001808,00002B02,3,27,0,
00000B78,000010AC,1,2,00001C7A,00002776,4,13,0,
000007FA,000019F2,1,4,00001248,00001C38,3,4,0,
000003CE,00001162,1,2,000011D8,00001FE0,3,5,0,
000013A2,00002358,3,8,00000F9E,0000151C,2,3,0,
0000012A,00000C4C,1,2,000018BC,00001ECE,3,5,0,
0000011E,00001AE6,1,4,000006A2,0000258C,1,10,0,
00000BA8,00001F46,1,5,00000152,00001D34,1,4,0,
00000C26,00000D32,1,2,0,
00000F86,00002DE2,2,78,00001780,000021DC,3,7,0,
000004EE,000011D8,1,3,00000484,0000233C,1,8,0,
000001F6,00001D9E,1,4,00001E88,00002E4E,5,105,0,
0,
0000091A,00001666,1,3,00001F9A,00002400,5,8,0,
000010BE,00001F76,2,5,000000D0,00001392,1,3,0,
00000190,00002B20,1,28,00002508,00002A92,9,24,0,
00000FF0,00002A6A,2,23,0,
0000073C,00001D10,1,4,00001916,00002772,4,13,0,
00001B38,00002530,4,9,00000656,00001D30,1,4,0,
00001398,00002DDE,3,77,0,
0,
0000000A,000019CC,1,4,0000047E,000023C6,1,8,0,
00001810,00001F82,3,5,000014A6,00002496,3,9,0,
000012DA,0000192C,3,4,000003B2,00001A0A,1,4,0,
000021BC,00002E1C,7,91,00002234,000029FA,7,21,0,
00001530,00001B70,3,4,0000054E,000029A4,1,19,0,
000004DE,0000116A,1,2,000010D8,00001E3C,2,5,0,
00000386,00001694,1,3,00000A1E,00002D18,1,54,0,
000006C4,000019FC,1,4,00000492,0000130A,1,3,0,
000006CE,00001788,1,3,00001F8A,00002858,5,15,0,
000016F2,000028D2,3,16,00000C76,00002D6A,2,61,0,
000001E8,0000295A,1,18,00001BE0,00001FBA,4,5,0,
000013BA,0000293E,3,18,0,
000006A0,00002F2A,1,615,00000A9A,00002B52,1,30,0,
00000B7E,00000CF4,1,2,0000083E,000028D6,1,17,0,
00001FF4,00002388,5,8,00000E4E,0000125C,2,3,0,
00001EA2,000026B8,5,12,00000C1C,000026C0,1,12,0,
000006F4,00002DAE,1,69,00001716,00002902,3,17,0,
0,
000009A6,00001F38,1,5,00001DE4,00002C20,4,38,0,
000003BC,00001F38,1,5,0000055E,00002C20,1,38,0,
0000017A,000025D8,1,10,0,
0000039A,0000246A,1,9,0,
00000F32,00001A54,2,4,00000384,000011D6,1,3,0,
000008DA,00002DD4,1,76,00000960,00002E02,1,83,0,
0000008C,000019B0,1,4,00000F32,000027CE,2,14,0,
00002170,0000274C,6,13,000017FC,00002B16,3,28,0,
0000174E,00002F1C,3,361,00001B0A,00002800,4,14,0,
00001F1E,00002698,5,12,0,
000018B4,0000214C,3,6,0000111C,0000222E,2,7,0,
000014B8,000019DA,3,4,00001764,00002D68,3,61,0,
00001AE8,000023EA,4,8,00001008,00002288,2,7,0,
000012A2,00001CFC,3,4,00001D88,00002154,4,6,0,
00001328,0000258E,3,10,000017C8,00002CBC,3,47,0,
00000B3E,00000EBC,1,2,00000CE2,00001BC6,2,4,0,
000000D4,000026FA,1,12,0,
000018C8,00002580,3,10,000006C0,000010D2,1,2,0,
000017DC,00002AB6,3,25,000003CA,0000155A,1,3,0,
00001B2E,000025CE,4,10,00000CC6,00001A82,2,4,0,
0000001A,00001CCE,1,4,0000070E,00001D16,1,4,0,
0000219E,000028AC,6,16,000004A4,00001F04,1,5,0,
00002A9A,00002E00,24,83,0,
00000A20,00000DB2,1,2,00000B38,00001F08,1,5,0,
00000C9A,00001FDC,2,5,0,
000013B8,00002D60,3,61,0,
000010BC,00001AD4,2,4,00000AA6,00000CBE,1,2,0,
00001986,00002BEC,4,35,0000252A,00002C06,9,36,0,
00000058,00002572,1,10,00001322,00002904,3,17,0,
00001114,000017C6,2,3,00000FDE,0000120C,2,3,0,
00000C64,000012DC,2,3,00000FBE,00001320,2,3,0,
000002F2,00002090,1,6,00001AF6,00002664,4,11,0,
00001EB2,0000294A,5,18,0,
00000706,000020EA,1,6,000005C2,00001CDC,1,4,0,
000017C4,0000299A,3,19,0,
000013EA,00002ECE,3,174,000003BE,00001444,1,3,0,
000016E0,00001E44,3,5,0,
0000195A,000027E0,4,14,0,
00001598,00002C36,3,39,00000E08,000016CA,2,3,0,
000011C4,000028FE,3,17,00000DFA,00002DCE,2,75,0,
00000148,000017BC,1,3,000002AC,00001D4A,1,4,0,
000001A8,00001288,1,3,0,
00001212,00002DC4,3,73,00000BB4,0000203C,1,6,0,
00000AE4,000023FA,1,8,00001932,0000292A,4,18,0,
000004E0,0000207E,1,6,00002288,000025FA,7,11,0,
000003DC,00002BC4,1,34,00002444,0000294E,8,18,0,
00000316,00001226,1,3,000010E2,00001D26,2,4,0,
00001816,00002C14,3,37,00000DD6,00001BBE,2,4,0,
0000030C,0000129A,1,3,000009BC,00001424,1,3,0,
000026AC,00002E34,12,96,0,
000010EC,000016B2,2,3,000003EC,00002196,1,6,0,
000005B0,00001658,1,3,000003CA,00001B8A,1,4,0,
000000DC,00000EDC,1,2,000004B8,00002300,1,7,0,
000004A6,00001148,1,2,00001006,00002E06,2,84,0,
000008EE,0000145E,1,3,00000A76,00002D2C,1,56,0,
000012EE,00002104,3,6,00001186,00002CD8,2,48,0,
000015FA,00001B42,3,4,0,
00000276,00001FE2,1,5,0000075E,00000EA4,1,2,0,
00000BCA,00001362,1,3,0000124E,0000222E,3,7,0,
00000E84,00002224,2,7,00001618,00001C3A,3,4,0,
0000031C,0000169A,1,3,00001B40,000020F2,4,6,0,
00001464,00001FC4,3,5,000028C2,00002B48,16,29,0,
00000CF4,00002C74,2,42,0,
00000632,00000EC4,1,2,00000A98,00001566,1,3,0,
00001598,00002342,3,8,00000D28,0000250C,2,9,0,
0000047A,00001810,1,3,00000DC0,00002B72,2,31,0,
00000E8A,000024DC,2,9,0,
00000876,00001DDE,1,4,000011E0,00001F12,3,5,0,
0000039E,000020FA,1,6,0,
00000068,00001C9C,1,4,0000088C,00002826,1,15,0,
00001E9E,000022E2,5,7,00001580,0000224E,3,7,0,
00002018,0000269E,6,12,0000087E,000013E4,1,3,0,
00002D8A,00002EEC,64,206,000017C6,0000210C,3,6,5,
00002806,00002B3E,14,29,00001402,00002DF8,3,82,0,
00001BC8,000028BE,4,16,00000200,0000239E,1,8,0,
000003AA,00002EBA,1,156,00001DDE,00002112,4,6,0,
00002568,00002B92,10,32,00001232,00002408,3,8,0,
00001634,00001F0C,3,5,00000BF2,00001ABE,1,4,0,
00000108,00002E0C,1,86,00002574,00002E40,10,102,0,
000000C2,00001A5C,1,4,0000035C,00001A12,1,4,0,
00001DA2,00002E4E,4,105,00002390,00002B12,8,28,0,
00000FDE,00001672,2,3,00000FFC,00002252,2,7,0,
00000FF6,000024E0,2,9,00000B36,0000288A,1,16,0,
00000F7A,00002582,2,10,00000BD6,00001734,1,3,0,
00000540,00001BB4,1,4,000004C4,00001E08,1,4,0,
00000990,000014AE,1,3,0,
00001768,00002B6E,3,31,0,
000009BE,00002ECC,1,173,00000210,00002AB4,1,25,0,
00001D38,00002690,4,12,00000476,00001EDA,1,5,0,
00000074,000011F8,1,3,00000DAC,00002554,2,10,0,
000018E2,00001B28,3,4,000017E4,00002AA2,3,24,0,
00000F2E,00002852,2,15,0000007C,0000241C,1,8,0,
000017BE,000026CC,3,12,00000580,000028E2,1,17,0,
0000039C,00001A88,1,4,00001240,00001E5A,3,5,0,
00000F90,00002EFE,2,244,0,
00000748,00002A7C,1,24,00000ADA,00002482,1,9,0,
000021D8,000029B4,7,19,0,
000011A4,000020D8,3,6,0,
0000198A,000022C2,4,7,0000157E,000021F2,3,7,0,
00000F34,00001BDE,2,4,00000CB0,000016D8,2,3,0,
000009BE,000026F2,1,12,00000B7E,00001230,1,3,0,
00000D5C,00001DAA,2,4,0000132E,00002314,3,8,0,
000022DC,0000255C,7,10,00001BF8,00002CA6,4,45,0,
00001E22,000026D2,5,12,000009FE,00001B2C,1,4,0,
00000E28,00001A8A,2,4,0000203C,00002584,6,10,0,
000007F4,00000ED0,1,2,00000B18,00002194,1,6,0,
000019D2,00002AB6,4,25,0000109A,00001450,2,3,0,
00002462,00002906,9,17,0,
000028B4,00002E22,16,93,00000C48,0000257C,2,10,0,
00001062,00001294,2,3,00000688,000018B0,1,3,0,
00001D98,00002C68,4,42,0,
0000185E,00002C44,3,40,000010D2,00002796,2,13,0,
00001DE6,00001FC0,4,5,000001D8,000027CA,1,14,0,
0000062C,00001F14,1,5,0,
00001FFE,000027B2,6,13,00001308,00002468,3,9,0,
00000BB6,00001CE0,1,4,00001BCC,00002640,4,11,0,
000015C2,00002DA4,3,67,00000ED0,0000214E,2,6,0,
00000AC8,00002856,1,15,00000E94,000027CC,2,14,0,
0000162E,00002EF2,3,216,0,
000007C8,00001D60,1,4,00000724,0000108E,1,2,0,
00000BA2,00001EE8,1,5,00000EC6,00002EF0,2,214,0,
00002296,00002B06,7,27,0,
000004D4,000017C8,1,3,00000812,000021B4,1,6,0,
00002380,00002E54,8,108,00000784,000021EE,1,7,0,
00000E1A,0000220C,2,7,00000074,000029FA,1,21,0,
00000958,00002CD4,1,48,0000004C,00002840,1,15,0,
00000872,00000E58,1,2,00000008,000024F2,1,9,0,
00002C18,00002F24,37,498,3,
00001C38,0000250C,4,9,00000EB6,00002740,2,13,0,
00000700,00002310,1,7,0,
00001318,00002B24,3,28,0000009C,000021EE,1,7,0,
0000237C,00002972,8,19,00001BC6,00002AD0,4,26,0,
00001320,00002B44,3,29,0,
00001D8A,00001FE2,4,5,00000CA6,00002774,2,13,0,
00000CAE,000025FC,2,11,0000003C,00001D32,1,4,0,
00001680,00001A14,3,4,0,
00001216,00002AC4,3,26,0,
0000036C,000017D8,1,3,0,
0000050A,00000D00,1,2,0000105C,000029B6,2,19,0,
000027B8,00002C22,14,38,00000E04,00002550,2,10,0,
00001376,00001A9A,3,4,00001A60,00002C92,4,44,0,
00000228,00002706,1,12,000024D0,00002824,9,14,0,
00001B00,00002862,4,15,0,
00001F54,000021C8,5,7,000017BC,00002878,3,16,0,
00000C84,000029E4,2,20,00000494,0000268A,1,12,0,
000016E6,0000245E,3,9,00000DD8,00002A98,2,24,0,
0000176E,00001BF0,3,4,00001472,0000251A,3,9,0,
00001BB2,0000210A,4,6,0,
000006DC,00002F08,1,260,000001FA,000017A0,1,3,0,
00000676,00002DE2,1,78,0000235A,00002B9C,8,32,0,
0000029C,000010A0,1,2,0,
00000852,0000285E,1,15,00002B14,00002B70,28,31,0,
00000072,00002E1C,1,91,00001C7E,000022C4,4,7,0,
00001092,000029D6,2,20,000017E2,00002C84,3,43,0,
00000700,00001210,1,3,00000AFA,0000266A,1,11,0,
00001B6E,00001FE6,4,5,0000117A,0000147C,2,3,0,
000026C2,0000291A,12,17,00000FB0,00001EAA,2,5,0,
0,
000012CE,000024EC,3,9,00000EAE,00001B20,2,4,0,
00000A8C,0000174E,1,3,0,
000014CC,00002BEE,3,36,0,
00000DD4,00002DFA,2,82,00000B54,000010D4,1,2,0,
00000F8A,000014D4,2,3,0,
0000003A,000012BC,1,3,00000EC2,00002038,2,6,0,
00000CA2,00001E74,2,5,0,
0000190E,00002E52,4,106,0,
000012E6,000027BC,3,14,00001376,0000236E,3,8,0,
0000240C,00002B84,8,32,0,
0000282E,000028D0,15,16,00000E8E,0000202C,2,6,0,
0000076E,0000131E,1,3,00001C42,00002A3A,4,22,0,
00001BE2,00002B7E,4,31,00001688,00001C1C,3,4,0,
0000083E,00001E86,1,5,00000658,000014E0,1,3,0,
00000DC4,00001604,2,3,00001B18,00002280,4,7,0,
00002C70,00002D60,42,61,00001020,00001AD6,2,4,0,
000025E8,00002E4E,11,105,00002236,00002CCA,7,48,0,
00001C5E,000029AC,4,19,00000E90,00001BF8,2,4,0,
00002346,00002A86,8,24,000023EE,00002EBE,8,160,2,
000007A8,000029C2,1,20,000010FA,0000238A,2,8,0,
00001F44,000020BC,5,6,00001072,00002784,2,13,0,
00000668,0000170A,1,3,0,
00001ABA,0000260A,4,11,00000390,00001C7E,1,4,0,
000018E6,00001E66,3,5,00000F98,000025D8,2,10,0,
000016B8,0000236C,3,8,00002B08,00002C50,27,40,0,
000017CA,00001DE2,3,4,0,
0000046E,00000C54,1,2,000013FE,00002F1A,3,346,0,
00000A18,0000276A,1,13,00000852,0000177A,1,3,0,
000011FE,00002410,3,8,00000902,00002D56,1,60,0,
000008A4,00002204,1,7,0,
000011F6,00001C9A,3,4,00002E90,00002EBA,132,156,2,
00002532,00002996,9,19,0,
00000428,000012A4,1,3,0000076E,000029C0,1,20,0,
0000131A,00001BF2,3,4,000005B8,00002846,1,15,0,
000010C2,00002E0C,2,86,000008F8,00000D0E,1,2,0,
000008F0,00000E9C,1,2,000019AC,00002D00,4,52,0,
00001BE8,0000209A,4,6,00000CA2,00002B20,2,28,0,
00000A50,00001DC6,1,4,00000B2A,00001EB4,1,5,0,
00000AAE,00000FE2,1,2,0,
00000680,00001304,1,3,0,
0000172C,000021A4,3,6,000013AE,00002C58,3,41,0,
000012A0,00002DFA,3,82,00000F86,0000256A,2,10,0,
00001178,00002BB2,2,33,0,
00000B18,00002B64,1,30,0000116C,000024EE,2,9,0,
00000690,00001816,1,3,0,
00000A1C,00001A4A,1,4,00000B0C,00001F9C,1,5,0,
000015BC,00002ACC,3,26,00000216,000028B8,1,16,0,
000013B8,000021FA,3,7,0000032C,00001B3A,1,4,0,
00000628,00002824,1,14,0,
00000B8E,000025B8,1,10,00000DAC,00001640,2,3,0,
00001B70,0000262C,4,11,00001FC2,000029E2,5,20,0,
00000552,00001B94,1,4,00000476,0000157A,1,3,0,
0000051E,00001110,1,2,00000458,00000F3A,1,2,0,
0000089E,00002B5A,1,30,000026F0,00002810,12,14,0,
00001794,00001ACE,3,4,00000A5A,00002242,1,7,0,
00000E46,00002E86,2,127,00000D86,00002DE8,2,79,0,
00000BFE,00002C0E,1,37,0,
00000A86,00002602,1,11,0000123C,0000223E,3,7,0,
00001CEC,000029EC,4,20,000002C8,0000164A,1,3,0,
0000117E,0000223E,2,7,000013FA,0000275C,3,13,0,
0000118C,0000228E,2,7,0000009A,000017EC,1,3,0,
00001A2C,000021E6,4,7,0,
00000D7E,00002B22,2,28,0000061E,00000CCE,1,2,0,
0000036E,00000CDE,1,2,0,
00000194,000013EE,1,3,00000ABA,00000FDA,1,2,0,
0000000A,00001630,1,3,0,
000018F8,00001FD0,3,5,00000C12,00000F90,1,2,0,
0000238A,00002A76,8,23,00001708,00002CAA,3,46,0,
00002D44,00002E52,58,106,00001948,00002EF4,4,222,4,
000001DA,00001FF4,1,5,0000150C,000026AC,3,12,0,
00001B2C,00002CFC,4,52,00000134,00002CB6,1,46,0,
0000023C,00002144,1,6,0,
000014EC,00002C40,3,39,0,
0000110A,00002020,2,6,00002A14,00002ADA,21,26,0,
000006F2,00002D94,1,66,0,
000027FA,00002CD6,14,48,00000EA2,00002716,2,12,0,
0000079A,0000241E,1,8,0,
00000974,00001F6E,1,5,0,
000001AA,000025E4,1,11,0,
0000054A,00002F2C,1,671,00002AC6,00002BE0,26,35,0,
0000069C,00000E1E,1,2,00001F28,00002D26,5,55,0,
000026BC,000028CA,12,16,00001A08,000029DA,4,20,0,
00001A34,00002D3A,4,57,00002174,000025FE,6,11,0,
000000E0,000017D4,1,3,00000CBC,00001DDE,2,4,0,
0000087A,00002840,1,15,0,
00001878,0000199E,3,4,00001266,00001D18,3,4,0,
00001410,00001CAC,3,4,000013C6,00001B32,3,4,0,
000009AA,00000D42,1,2,000016C2,00001B60,3,4,0,
00000980,00000DEC,1,2,0,
000000BA,00001E94,1,5,0000241C,00002DF4,8,82,0,
00000992,0000165A,1,3,00001AA0,000024BC,4,9,0,
