000017DC,00002CFA,3,52,0,
000000DA,00001D98,1,4,000009A2,00001C2C,1,4,0,
00001FAA,00002EDC,5,185,000009D6,00002E88,1,128,0,
0,
000006BE,0000266A,1,11,00000830,00001B4E,1,4,0,
000005D2,000027EA,1,14,00001FAE,000029B8,5,20,0,
0000105C,00001810,2,3,000005F2,00000CFE,1,2,0,
00001EB8,00002408,5,8,0,
00001C26,000021CE,4,7,00000760,00001D02,1,4,0,
00000A3C,00001030,1,2,00000332,00000FD6,1,2,0,
00000284,000029E6,1,20,0000117A,000012E6,2,3,0,
00001542,00001C76,3,4,0000165E,00001C00,3,4,0,
000013AA,00002AE6,3,26,0,
00000DE4,0000239C,2,8,000013FE,00002D32,3,56,0,
00001A38,00001F30,4,5,0,
000027F8,00002ECE,14,174,0,
000002C4,00002AC0,1,25,0,
000005F8,00002644,1,11,0000049A,00001A2E,1,4,0,
000001B6,00001780,1,3,000016F8,00002BAA,3,33,0,
00000C0C,00002D30,1,56,000011A4,00002C34,3,39,0,
000007BC,000013A4,1,3,0,
0000025C,00002188,1,6,00000ABC,00002290,1,7,0,
000015CE,00001FB8,3,5,00000770,00001566,1,3,0,
0000187A,000022DE,3,7,00002A60,00002C44,23,40,0,
000008E8,0000265E,1,11,00002108,00002F2C,6,671,0,
00001360,00002748,3,13,0,
00000726,00000FD4,1,2,0,
00001BE0,00002DB2,4,69,00000FFE,00001CD6,2,4,0,
00001220,00002D92,3,66,00001234,00002CE4,3,50,1,
0000292A,00002DFE,18,83,0000086A,00000FC2,1,2,0,
00000FDC,000017BA,2,3,00000100,0000252A,1,9,0,
0000198E,00002BF4,4,36,000005A6,0000267E,1,12,0,
000010B6,00001852,2,3,00000712,00002E0E,1,86,0,
000007F8,00001238,1,3,0000085A,00002794,1,13,0,
0000220C,00002912,7,17,000007F0,00000D7A,1,2,0,
000016B4,00002790,3,13,000003B4,000024C6,1,9,0,
000000FE,00001510,1,3,0,
000009CE,00002836,1,15,000010BC,00001802,2,3,0,
00000730,000012E4,1,3,00000AF6,00000FA2,1,2,0,
0000023E,000020BE,1,6,00000E82,00002AAE,2,25,0,
00000D5A,00001A90,2,4,00001BC4,00002AFA,4,27,0,
00001F92,00002358,5,8,00000BA2,0000241E,1,8,0,
00001670,00002AD2,3,26,00000ECA,00001392,2,3,0,
0000025E,00001250,1,3,00000BB8,0000209C,1,6,0,
0000035C,00000D1C,1,2,000028DA,00002B94,17,32,0,
00000AE0,00001024,1,2,00000D1A,00002308,2,7,0,
0000114A,00001210,2,3,00000398,00002BE4,1,35,0,
00000B30,00001388,1,3,0,
000011C6,00002346,3,8,00000222,000013E2,1,3,0,
000008CA,0000176A,1,3,00000700,00002DDA,1,77,0,
00000466,00001A92,1,4,000006A8,00000FF2,1,2,0,
00001260,00001CF0,3,4,00000158,00001988,1,4,0,
000018B6,0000236C,3,8,000015E6,000028DA,3,17,0,
00001C3A,00002E4E,4,105,00001128,000015E6,2,3,0,
00001294,00002D84,3,64,00000B10,00000DFC,1,2,0,
00000648,00001700,1,3,0000032E,000028C6,1,16,0,
00001710,000022C8,3,7,00000436,00002422,1,8,0,
00001FDA,0000245C,5,9,00001D7C,00002B4A,4,30,0,
000002BC,00000FBA,1,2,000025E4,00002D6E,11,62,0,
00000E58,00002800,2,14,00001036,00002048,2,6,0,
00001C36,00001F56,4,5,0,
000025B2,00002C52,10,40,0,
00000C6E,00002CE8,2,50,0000082E,00001CA8,1,4,0,
00000B5C,00002C6A,1,42,00000F72,00001FFC,2,6,0,
00001BA8,00002CCE,4,48,00000C4C,00002434,2,8,0,
00002048,000021F6,6,7,000029C8,00002AEA,20,27,0,
00001C40,0000213A,4,6,00002198,000023D2,6,8,0,
00001A04,00002B0A,4,27,00000706,000014E4,1,3,0,
00001464,00002ED2,3,178,00001334,00001B8E,3,4,0,
00000B44,000028AC,1,16,00001050,00002E54,2,108,0,
000008F6,000011B8,1,3,0000062A,00001BC6,1,4,0,
00001D16,00002B38,4,29,000002C2,00001F62,1,5,0,
00001460,000028D0,3,16,00000F0E,000014CA,2,3,0,
000002DC,00002DE2,1,78,0000107E,00001AEC,2,4,0,
000002E2,00001D50,1,4,0,
00001DA8,00002726,4,12,00000860,00000C54,1,2,0,
0000167E,000023EE,3,8,00000FF4,00001F88,2,5,0,
0000286E,00002914,15,17,0,
00000B96,00002412,1,8,00000194,000021E6,1,7,0,
0000194E,000020F6,4,6,00000C24,000024A8,1,9,0,
00002CF2,00002E90,51,132,000020EE,00002D3C,6,57,0,
00000238,00002908,1,17,0,
00001AF0,00002D8A,4,64,00001F42,0000257A,5,10,0,
00000962,000027A2,1,13,0000191C,00002B08,4,27,0,
00000808,0000224A,1,7,0,
00000E74,00002A98,2,24,00000A36,00001A0A,1,4,0,
00000504,000018AE,1,3,000005F6,00002B38,1,29,0,
00001F34,00002A9E,5,24,00000160,00001E8E,1,5,0,
00001B88,0000285A,4,15,000015D0,00001B66,3,4,0,
00001DC0,000027FE,4,14,00000354,0000154E,1,3,0,
000013B8,00001BD0,3,4,000004CC,00001656,1,3,0,
00000D78,00002910,2,17,0000230E,000028AC,7,16,0,
00000E70,00001BC0,2,4,00001CE4,00002450,4,8,0,
00001722,00002E86,3,127,000000F2,0000290C,1,17,0,
000006E8,00002CC6,1,47,00001CC4,0000250E,4,9,0,
0000266E,00002AC2,11,25,00000C1E,00001D20,1,4,0,
000012C0,00001B28,3,4,00000952,000029BC,1,20,0,
00000CA6,000013F0,2,3,0000090E,000020E2,1,6,0,
00000DDC,00002876,2,16,0,
000007B6,000029E8,1,20,00000F60,00002300,2,7,0,
000026D0,00002C44,12,40,0,
000010A6,00002670,2,11,00000E36,000020A6,2,6,0,
0000167E,00002694,3,12,00002220,00002434,7,8,0,
000006F0,0000298C,1,19,0000100A,000012EC,2,3,0,
0000157E,0000195C,3,4,000006AC,0000296E,1,19,0,
00000FBA,00001F3C,2,5,0,
00001870,00001E86,3,5,0,
00000576,00001046,1,2,0,
000016CA,0000242E,3,8,0000178E,000020AA,3,6,0,
00000900,000014A4,1,3,00000C02,0000281A,1,14,0,
000018B8,00001D1A,3,4,00001FAA,00002E22,5,93,0,
0000262A,00002BD0,11,34,0,
00000346,0000218E,1,6,00000ACE,0000199C,1,4,0,
00001300,00002DF2,3,81,00001C86,0000230C,4,7,0,
00001450,00002E32,3,96,00000B96,00001DD0,1,4,0,
00000382,00002CE2,1,50,00000E8E,00001476,2,3,0,
0000261C,000027B0,11,13,000005EC,00000D1E,1,2,0,
00002E06,00002F1C,84,361,1,
00001146,00001524,2,3,000025D0,00002ABE,10,25,0,
00001978,00002758,4,13,0000050A,00001CC4,1,4,0,
00000064,00002A9E,1,24,000007A2,00000FD8,1,2,0,
00002C60,00002E58,41,109,00000CAC,000023E8,2,8,1,
0000004A,00002496,1,9,00002242,000023B6,7,8,0,
00000782,000024B6,1,9,0,
000006A8,0000292A,1,18,0000224C,00002B10,7,28,0,
00000E34,00002DEA,2,79,000004F0,000013D8,1,3,0,
00000078,00001F7C,1,5,0,
00000802,000015AC,1,3,0,
000017DA,000020D6,3,6,0,
00000E3E,00001202,2,3,0000039E,00001F18,1,5,0,
00000B86,00001398,1,3,00000F52,000025E0,2,11,0,
000016A6,0000269E,3,12,0,
0000291C,00002D46,17,59,0000255A,00002BFA,10,36,0,
0000081C,00002A4A,1,22,0000109E,000020D2,2,6,0,
0000144A,000023FC,3,8,000015D0,000023CA,3,8,0,
00002BCC,00002DF6,34,82,000018D0,00002B7C,3,31,0,
000002CC,000022B0,1,7,0,
00001E0C,000021E4,4,7,00001F88,00002992,5,19,0,
00001634,00002EB6,3,154,000002E8,00000F60,1,2,0,
000000F4,00000D9C,1,2,000004E6,00001934,1,4,0,
00000894,00002A12,1,21,000002F8,00002A1C,1,21,0,
00000B84,00002C18,1,37,000020E0,000023CA,6,8,0,
0000185E,00001908,3,4,000000B4,000017C8,1,3,0,
000014F4,0000256C,3,10,00000162,0000229E,1,7,0,
00000240,00002C9E,1,45,00000F52,0000204C,2,6,0,
00001886,00002EDC,3,185,0,
00000F14,000016CA,2,3,000015EA,000020A0,3,6,0,
00000AA0,000017BE,1,3,00000BD4,00001AD0,1,4,0,
00000C6E,000015B6,2,3,00000950,00000ECC,1,2,0,
00000360,00001A74,1,4,0000236A,00002CB8,8,46,0,
000014F8,00002420,3,8,00000E84,00002326,2,8,0,
00000922,00001390,1,3,0,
0000068A,00001F1C,1,5,00000020,0000184C,1,3,0,
00001402,00001EC2,3,5,00002710,0000298C,12,19,0,
00001AF8,00002406,4,8,000005C8,00000DC4,1,2,0,
00001ED2,00002896,5,16,0000119E,00002B40,3,29,0,
00000850,0000206A,1,6,0000055A,00001C00,1,4,0,
00001D06,00002200,4,7,00001982,00002B38,4,29,0,
00001024,00002806,2,14,00001F2A,000023B4,5,8,0,
0,
00000A6E,000025A0,1,10,00000E68,00001A04,2,4,0,
00000642,00000C7A,1,2,0,
0000001C,00001408,1,3,00000B7C,00001EEE,1,5,0,
000006A2,00001D1A,1,4,0000082C,00001432,1,3,0,
0000078A,000012C8,1,3,00001DCA,0000242C,4,8,0,
000015B6,000019CC,3,4,0,
000009C0,000028F4,1,17,00000A34,00002AE6,1,26,0,
0000097E,00000DBC,1,2,000025D8,0000285A,10,15,0,
000009E0,00001164,1,2,0000078C,0000290E,1,17,0,
00000708,00001776,1,3,000010CC,00002EC2,2,164,0,
00000442,0000144A,1,3,00001426,000028F6,3,17,0,
00000DF2,0000215E,2,6,00001C54,00002222,4,7,0,
00000A84,000020BA,1,6,000010B6,0000264C,2,11,0,
00001238,00002A82,3,24,00000BF6,00000CCC,1,2,0,
0000103A,00002D7E,2,63,0,
00001730,00001FF4,3,5,000000EA,00002894,1,16,0,
000001B0,000029D4,1,20,00001214,00001BA6,3,4,0,
000008BA,0000146C,1,3,00001D04,000022E2,4,7,0,
000018B0,00001CA2,3,4,0,
00001784,000023CE,3,8,00001554,00002634,3,11,0,
000000EE,00002208,1,7,000005A4,00002D7A,1,63,0,
00000BAC,00002B70,1,31,00000A3A,000029B8,1,20,0,
00000456,00001520,1,3,00002ABA,00002C52,25,40,0,
0000244A,00002BA4,8,33,00001822,00001EEA,3,5,0,
00000B5C,00002D56,1,60,00000014,00002A38,1,22,0,
00001652,00002AEC,3,27,0,
00001848,00002CFA,3,52,00002192,00002EFE,6,244,0,
00001F36,00002906,5,17,000000EA,00001BDA,1,4,0,
00002024,00002F00,6,250,0,
00000B76,000016CE,1,3,00000956,000019D0,1,4,0,
00001B24,00002D4A,4,59,00000972,000016EC,1,3,0,
000006A2,000029BA,1,20,0,
00000B38,000015D0,1,3,0,
0000017E,00002628,1,11,0000192C,000023EC,4,8,0,
0000122E,000019C8,3,4,00000F84,00001398,2,3,0,
000009A8,00002AA0,1,24,000014C8,000028AC,3,16,0,
00000972,00000CD0,1,2,00000E22,0000239C,2,8,0,
00001CD8,0000262E,4,11,000008C6,0000212E,1,6,0,
000008E4,00002442,1,8,00000B72,00001EC6,1,5,0,
000008C0,00002D06,1,53,000009DE,00000D32,1,2,0,
00000CDC,00002440,2,8,000003CE,000023E2,1,8,0,
00000712,000025C0,1,10,0000098C,000020F6,1,6,0,
00000144,00001940,1,4,00000DE4,0000165E,2,3,0,
000006D4,00001BE8,1,4,0,
00000E30,00002BF2,2,36,0,
00002B8A,00002DF2,32,81,0,
00000B08,00001454,1,3,0,
00000138,0000176E,1,3,0,
00000622,00000C78,1,2,00000B1E,00002B72,1,31,0,
00000D34,00002C14,2,37,00001FAE,00002E38,5,98,0,
00001562,00002692,3,12,00002AB8,00002D94,25,66,0,
00000256,000026C6,1,12,0,
000009C2,000023CE,1,8,00001CBC,00002450,4,8,0,
000009EA,00001B78,1,4,00000C32,000020A4,2,6,0,
00001EE0,00002E32,5,96,0000173C,00002018,3,6,0,
0000166A,000028B2,3,16,00001C1E,00002768,4,13,0,
00002BC0,00002ED4,34,179,0000060C,00001194,1,3,4,
00001098,0000289E,2,16,00001934,000025BA,4,10,0,
00001D52,00001F34,4,5,000007AA,000014B6,1,3,0,
0000019C,00001048,1,2,0000256C,000027AA,10,13,0,
00001530,00001A0A,3,4,00001A86,000023F4,4,8,0,
0000052E,000029E2,1,20,000000F2,0000198C,1,4,0,
00001168,00002C9A,2,45,000003A8,00000D0A,1,2,0,
0000041E,0000244A,1,8,00002928,00002C2C,18,38,0,
000004C0,000020D4,1,6,00000302,00001376,1,3,0,
00000E92,000028BC,2,16,00002CAA,00002DC6,46,74,0,
00000B66,000016DA,1,3,00001876,00002EAA,3,144,0,
00001BAE,00002058,4,6,000007E6,00002EF2,1,216,0,
00001BA6,00002EC2,4,164,00001CEA,0000296E,4,19,0,
00000CFE,00001774,2,3,0,
000010A8,0000287E,2,16,0000247E,00002C9C,9,45,0,
000005BC,000017AA,1,3,00001FCC,00002992,5,19,0,
00001C6A,00002C94,4,44,0000040C,00002438,1,8,0,
00000182,00001F56,1,5,000006FA,00001C02,1,4,0,
00000CE8,000014B2,2,3,000018AA,000021D0,3,7,0,
000005D4,00002092,1,6,0000218C,00002DD2,6,75,0,
00002712,0000280A,12,14,0,
000005D4,00002658,1,11,0000088A,000018DA,1,3,0,
00000FB6,00002D08,2,53,00000EAC,00001642,2,3,0,
000009D8,00000EB6,1,2,0000245A,00002E78,9,121,0,
0000195C,0000268E,4,12,0,
0000062A,00002D42,1,58,0000042E,000026C2,1,12,0,
00001036,00001ADC,2,4,000019EA,000025FE,4,11,0,
0000118E,00002A02,2,21,0000010A,00001886,1,3,0,
00000A96,00001A08,1,4,00000A64,00002156,1,6,0,
000009A4,000029E0,1,20,0000195A,00002340,4,8,0,
